keep_street,new_name,notes,osm_id,city
0,,apt complex - not a road,168226332,North Vancouver
0,,not a road,172884182,North Vancouver
0,,freeway,171295278,North Vancouver
0,,freeway,167684956,North Vancouver
0,,apt complex - not a road,168226817,North Vancouver
0,,not in area,174743261,North Vancouver
0,,not in area,174743262,North Vancouver
0,,not in area,174743263,North Vancouver
0,,not in area,174743265,North Vancouver
0,,parking lot - not a road,167699478,North Vancouver
0,,not a road,172999516,North Vancouver
0,,not a road,165724295,North Vancouver
0,,not a road,173957762,North Vancouver
0,,parking lot - not a road,174247960,North Vancouver
0,,not a road,174247947,North Vancouver
0,,not a road,174264190,North Vancouver
0,,not a road,174247978,North Vancouver
0,,not a road,174247935,North Vancouver
0,,not a road,174247955,North Vancouver
0,,not a road,174247971,North Vancouver
0,,not a road,174247945,North Vancouver
0,,not a road,174247976,North Vancouver
0,,parking lot - not a road,165351414,North Vancouver
0,,parking lot - not a road,165351423,North Vancouver
0,,alley - not a road,168382298,North Vancouver
0,,alley - not a road,168382299,North Vancouver
0,,alley - not a road,168139253,North Vancouver
0,,not a road,168987900,North Vancouver
0,,not a road,174519445,North Vancouver
0,,not a road,168146062,North Vancouver
0,,apt complex - not a road,165725374,North Vancouver
0,,apt complex - not a road,165725377,North Vancouver
0,,apt complex - not a road,165725378,North Vancouver
0,,apt complex - not a road,167947165,North Vancouver
0,,not a road,172811234,North Vancouver
0,,not a road,174529834,North Vancouver
0,,apt complex - not a road,172859192,North Vancouver
0,,trail - not a road,172884190,North Vancouver
0,,not a road,168082954,North Vancouver
0,,alley - not a road,172879535,North Vancouver
0,,alley - not a road,172879533,North Vancouver
0,,trail - not a road,174405794,North Vancouver
0,,not a road,169405491,North Vancouver
0,,reservation - private road,172249324,North Vancouver
0,,alley - not a road,167685018,North Vancouver
0,,apt complex - not a road,166072380,North Vancouver
0,,apt complex - not a road,166072347,North Vancouver
0,,apt complex - not a road,166072354,North Vancouver
0,,apt complex - not a road,166072360,North Vancouver
0,,not a road,166254710,North Vancouver
0,,not a road,166254711,North Vancouver
0,,not a road,166254716,North Vancouver
0,,not a road,166260933,North Vancouver
0,,not a road,167078977,North Vancouver
0,,alley - not a road,165510051,North Vancouver
0,,alley - not a road,172879641,North Vancouver
0,,alley - not a road,165507011,North Vancouver
0,,parking lot - not a road,166078789,North Vancouver
0,,reservation - private road,165791553,North Vancouver
0,,reservation - private road,165791195,North Vancouver
0,,not a road,173684598,North Vancouver
0,,alley - not a road,165791709,North Vancouver
0,,alley - not a road,166467421,North Vancouver
0,,alley - not a road,172636732,North Vancouver
0,,alley - not a road,172636733,North Vancouver
0,,not a road,189534607,North Vancouver
0,,not a road,189277380,North Vancouver
0,,not a road,189277385,North Vancouver
0,,not a road,191573597,North Vancouver
0,,not a road,190124999,North Vancouver
0,,not a road,183792253,North Vancouver
0,,not a road,189245423,North Vancouver
0,,apt complex - not a road,177808589,North Vancouver
0,,out of area,174743268,North Vancouver
0,,out of area,174743267,North Vancouver
0,,out of area,174743269,North Vancouver
0,,out of area,174743270,North Vancouver
0,,out of area,174743266,North Vancouver
0,,out of area,191197063,North Vancouver
0,,out of area,191194739,North Vancouver
0,,out of area,191194740,North Vancouver
0,,out of area,191194746,North Vancouver
0,,out of area,191194731,North Vancouver
0,,out of area,191194739,North Vancouver
0,,out of area,191194737,North Vancouver
0,,out of area,191194751,North Vancouver
0,,out of area,191194752,North Vancouver
0,,out of area,191194742,North Vancouver
0,,out of area,191194743,North Vancouver
0,,out of area,191194729,North Vancouver
0,,out of area,191194730,North Vancouver
0,,out of area,191194733,North Vancouver
0,,out of area,191194758,North Vancouver
0,,alley - not a road,189442508,North Vancouver
0,,apt complex - not a road,189445970,North Vancouver
0,,apt complex - not a road,189442502,North Vancouver
0,,apt complex - not a road,189442507,North Vancouver
0,,apt complex - not a road,189442505,North Vancouver
0,,alley - not a road,189479259,North Vancouver
0,,alley - not a road,189544441,North Vancouver
0,,alley - not a road,178686670,North Vancouver
0,,not a road,177930506,North Vancouver
0,,parking lot - not a road,177930435,North Vancouver
0,,apt complex - not a road,189280568,North Vancouver
0,,alley - not a road,182946404,North Vancouver
0,,alley - not a road,182946405,North Vancouver
0,,alley - not a road,182945932,North Vancouver
0,,alley - not a road,190126209,North Vancouver
0,,alley - not a road,182946406,North Vancouver
0,,alley - not a road,182946401,North Vancouver
0,,alley - not a road,189427696,North Vancouver
0,,alley - not a road,182946403,North Vancouver
0,,alley - not a road,182946402,North Vancouver
0,,not a road,189427697,North Vancouver
0,,alley - not a road,189307737,North Vancouver
0,,alley - not a road,189277384,North Vancouver
0,,alley - not a road,191573413,North Vancouver
0,,alley - not a road,191573412,North Vancouver
0,,alley - not a road,183911951,North Vancouver
0,,alley - not a road,183911952,North Vancouver
0,,alley - not a road,189423305,North Vancouver
0,,alley - not a road,189306947,North Vancouver
0,,alley - not a road,184361569,North Vancouver
0,,alley - not a road,184361682,North Vancouver
0,,alley - not a road,184361567,North Vancouver
0,,alley - not a road,189423306,North Vancouver
0,,alley - not a road,184361568,North Vancouver
0,,alley - not a road,191570781,North Vancouver
0,,alley - not a road,191570780,North Vancouver
0,,alley - not a road,191570779,North Vancouver
0,,alley - not a road,177809407,North Vancouver
0,,alley - not a road,191570778,North Vancouver
0,,apt complex - not a road,184360567,North Vancouver
0,,trail - not a road,183792275,North Vancouver
0,,alley - not a road,177808588,North Vancouver
0,,alley - not a road,183792266,North Vancouver
0,,alley - not a road,183043508,North Vancouver
0,,alley - not a road,183043524,North Vancouver
0,,alley - not a road,189250450,North Vancouver
0,,alley - not a road,184360126,North Vancouver
0,,alley - not a road,183043523,North Vancouver
0,,alley - not a road,183043505,North Vancouver
0,,alley - not a road,183043511,North Vancouver
0,,alley - not a road,189249691,North Vancouver
0,,alley - not a road,189308136,North Vancouver
0,,alley - not a road,189667693,North Vancouver
0,,apt complex - not a road,189308137,North Vancouver
1,Mollie Nye Way,,186691179,North Vancouver
0,,not a road,186074259,North Vancouver
0,,not a road,189677717,North Vancouver
0,,not a road,187735189,North Vancouver
0,,not in area,211153706,North Vancouver
0,,freeway,217660393,North Vancouver
0,,apt complex - not a road,243371840,North Vancouver
0,,not in area,211741992,North Vancouver
0,,not in area,210908070,North Vancouver
0,,apt complex - not a road,236917671,North Vancouver
0,,apt complex - not a road,236917672,North Vancouver
0,,trail - not a road,244637805,North Vancouver
0,,not a road,242880980,North Vancouver
0,,apt complex - not a road,195835242,North Vancouver
0,,apt complex - not a road,195835246,North Vancouver
0,,not a road,244637269,North Vancouver
0,,alley - not a road,245935807,North Vancouver
0,,not a road,254090574,North Vancouver
0,,parking lot - not a road,243606270,North Vancouver
0,,reservation - private road,241309378,North Vancouver
0,,reservation - private road,241309384,North Vancouver
0,,not a road,253391100,North Vancouver
0,,not a road,243605838,North Vancouver
0,,not a road,243605839,North Vancouver
0,,not a road,215136203,North Vancouver
0,,not a road,215136202,North Vancouver
0,,not a road,255159678,North Vancouver
0,,not a road,255161040,North Vancouver
0,,not a road,193515109,North Vancouver
0,,not a road,193515107,North Vancouver
0,,not a road,255161564,North Vancouver
0,,not a road,207421830,North Vancouver
0,,not a road,207421820,North Vancouver
0,,alley - not a road,207421837,North Vancouver
0,,alley - not a road,207421855,North Vancouver
0,,alley - not a road,254435056,North Vancouver
0,,alley - not a road,254593694,North Vancouver
0,,not a road,254069925,North Vancouver
0,,not a road,254076826,North Vancouver
0,,not a road,252561461,North Vancouver
0,,apt complex - not a road,252168739,North Vancouver
0,,not a road,217967719,North Vancouver
0,,not a road,215636064,North Vancouver
0,,not a road,216631831,North Vancouver
0,,not a road,242648083,North Vancouver
0,,alley - not a road,242648084,North Vancouver
0,,alley - not a road,242648076,North Vancouver
0,,alley - not a road,242648078,North Vancouver
0,,parking lot - not a road,252562670,North Vancouver
0,,alley - not a road,207566082,North Vancouver
0,,alley - not a road,241192223,North Vancouver
0,,alley - not a road,207566130,North Vancouver
0,,apt complex - not a road,220274041,North Vancouver
0,,parking lot - not a road,252562662,North Vancouver
0,,alley - not a road,207566079,North Vancouver
0,,not a road,253269849,North Vancouver
0,,not a road,193001235,North Vancouver
0,,not a road,193001240,North Vancouver
0,,not a road,252562664,North Vancouver
0,,not a road,252562669,North Vancouver
0,,parking lot - not a road,252562663,North Vancouver
0,,not a road,254594284,North Vancouver
0,,parking lot - not a road,252562666,North Vancouver
0,,apt complex - not a road,253709723,North Vancouver
0,,apt complex - not a road,241293199,North Vancouver
0,,apt complex - not a road,253269848,North Vancouver
0,,apt complex - not a road,241301079,North Vancouver
0,,apt complex - not a road,254734665,North Vancouver
0,,apt complex - not a road,243371843,North Vancouver
0,,apt complex - not a road,252168740,North Vancouver
0,,parking lot - not a road,241301076,North Vancouver
0,,apt complex - not a road,261318458,North Vancouver
0,,not in area,274477187,North Vancouver
0,,not in area,273401531,North Vancouver
0,,not in area,273401528,North Vancouver
0,,not in area,273401532,North Vancouver
0,,not in area,273401533,North Vancouver
0,,not in area,273401536,North Vancouver
0,,parking lot - not a road,265000155,North Vancouver
0,,not a road,261318470,North Vancouver
0,,trail - not a road,261475040,North Vancouver
0,,not a road,261318479,North Vancouver
0,,not a road,261318485,North Vancouver
0,,not a road,261475038,North Vancouver
0,,not a road,261475039,North Vancouver
0,,trail - not a road,262479829,North Vancouver
0,,parking lot - not a road,263155626,North Vancouver
0,,not a road,255613455,North Vancouver
0,,not a road,262794791,North Vancouver
0,,not a road,262794794,North Vancouver
0,,not a road,260672010,North Vancouver
0,,not a road,257174850,North Vancouver
0,,not a road,260671550,North Vancouver
0,,not a road,261168019,North Vancouver
0,,not a road,259483124,North Vancouver
0,,not a road,261168023,North Vancouver
0,,not a road,261168024,North Vancouver
0,,not a road,265699134,North Vancouver
0,,not a road,265699117,North Vancouver
0,,not a road,265699118,North Vancouver
0,,not a road,265699133,North Vancouver
0,,not a road,265699123,North Vancouver
0,,alley - not a road,265699130,North Vancouver
0,,alley - not a road,265699137,North Vancouver
0,,alley - not a road,265699126,North Vancouver
0,,alley - not a road,265699120,North Vancouver
0,,not a road,265699116,North Vancouver
0,,not a road,265699129,North Vancouver
0,,not a road,274464753,North Vancouver
0,,not a road,259854272,North Vancouver
0,,not a road,259854274,North Vancouver
0,,not a road,274465315,North Vancouver
0,,parking lot - not a road,262246428,North Vancouver
0,,parking lot - not a road,262246433,North Vancouver
0,,parking lot - not a road,262246440,North Vancouver
0,,parking lot - not a road,262246430,North Vancouver
0,,alley - not a road,262246431,North Vancouver
0,,alley - not a road,262246427,North Vancouver
0,,alley - not a road,259852417,North Vancouver
0,,alley - not a road,262245620,North Vancouver
0,,alley - not a road,262246426,North Vancouver
0,,alley - not a road,262246438,North Vancouver
0,,alley - not a road,262246435,North Vancouver
0,,alley - not a road,262246438,North Vancouver
0,,alley - not a road,262246439,North Vancouver
0,,alley - not a road,262246437,North Vancouver
0,,alley - not a road,262246436,North Vancouver
0,,alley - not a road,262246432,North Vancouver
0,,not a road,274459865,North Vancouver
0,,not a road,274464713,North Vancouver
0,,parking lot - not a road,274465356,North Vancouver
0,,not a road,260671883,North Vancouver
0,,not a road,270761158,North Vancouver
0,,not a road,262604610,North Vancouver
0,,not a road,262795754,North Vancouver
0,,not a road,262795380,North Vancouver
0,,apt complex - not a road,266752412,North Vancouver
0,,apt complex - not a road,264994976,North Vancouver
0,,not a road,264994977,North Vancouver
0,,not a road,264994979,North Vancouver
0,,not a road,262795755,North Vancouver
0,,not a road,260868070,North Vancouver
0,,not a road,260868069,North Vancouver
0,,trail - not a road,262478629,North Vancouver
0,,not in area,325844844,North Vancouver
0,,trail - not a road,331316423,North Vancouver
0,,trail - not a road,316449232,North Vancouver
0,,trail - not a road,316450542,North Vancouver
0,,trail - not a road,316450543,North Vancouver
0,,trail - not a road,321895664,North Vancouver
0,,trail - not a road,321897340,North Vancouver
0,,trail - not a road,321897976,North Vancouver
0,,trail - not a road,329595124,North Vancouver
0,,trail - not a road,309849929,North Vancouver
0,,not a road,307246167,North Vancouver
0,,freeway,322372731,North Vancouver
0,,freeway,322372732,North Vancouver
0,,out of area,325844880,North Vancouver
0,,not a road,285975690,North Vancouver
0,,not a road,285975684,North Vancouver
0,,not a road,285975686,North Vancouver
0,,parking lot - not a road,285975683,North Vancouver
0,,parking lot - not a road,285975687,North Vancouver
0,,not a road,294268669,North Vancouver
0,,not a road,285839714,North Vancouver
0,,parking lot - not a road,285839719,North Vancouver
0,,parking lot - not a road,294268665,North Vancouver
0,,not a road,329766518,North Vancouver
0,,not a road,321897340,North Vancouver
0,,alley - not a road,319794429,North Vancouver
0,,not a road,295320811,North Vancouver
0,,apt complex - not a road,330132056,North Vancouver
0,,not a road,330132057,North Vancouver
0,,not a road,316449237,North Vancouver
0,,not a road,316614155,North Vancouver
0,,trail - not a road,316614160,North Vancouver
0,,not a road,314319853,North Vancouver
0,,trail - not a road,314319852,North Vancouver
0,,trail - not a road,312475696,North Vancouver
0,,trail - not a road,319201299,North Vancouver
0,,trail - not a road,329053952,North Vancouver
0,,parking lot - not a road,314897633,North Vancouver
0,,not a road,319794425,North Vancouver
0,,not a road,286005462,North Vancouver
0,,alley - not a road,321916432,North Vancouver
0,,alley - not a road,323566905,North Vancouver
0,,alley - not a road,323566904,North Vancouver
0,,parking lot - not a road,307669810,North Vancouver
0,,parking lot - not a road,307669811,North Vancouver
0,,parking lot - not a road,307669813,North Vancouver
0,,parking lot - not a road,307669812,North Vancouver
0,,not a road,317016611,North Vancouver
0,,not a road,317016608,North Vancouver
0,,not a road,329595135,North Vancouver
0,,not a road,329595134,North Vancouver
0,,not a road,329595133,North Vancouver
0,,not a road,321897974,North Vancouver
0,,not a road,316859298,North Vancouver
0,,not a road,316858823,North Vancouver
0,,alley - not a road,319946694,North Vancouver
0,,alley - not a road,328901074,North Vancouver
0,,alley - not a road,328901076,North Vancouver
0,,alley - not a road,328901075,North Vancouver
0,,not a road,318043033,North Vancouver
0,,not a road,294565344,North Vancouver
0,,alley - not a road,330935731,North Vancouver
0,,alley - not a road,293940236,North Vancouver
0,,alley - not a road,293940237,North Vancouver
0,,alley - not a road,309677611,North Vancouver
1,Selby Rd,,309849908,North Vancouver
0,,not a road,367039704,North Vancouver
0,,trail - not a road,333367320,North Vancouver
0,,not a road,333367824,North Vancouver
0,,not a road,333367323,North Vancouver
0,,not a road,333367528,North Vancouver
0,,not a road,337217544,North Vancouver
0,,apt complex - not a road,332753069,North Vancouver
0,,apt complex - not a road,332753069,North Vancouver
0,,not a road,337215691,North Vancouver
0,,apt complex - not a road,349260672,North Vancouver
0,,apt complex - not a road,332751761,North Vancouver
0,,parking lot - not a road,337103787,North Vancouver
0,,parking lot - not a road,337098419,North Vancouver
0,,parking lot - not a road,337098420,North Vancouver
0,,parking lot - not a road,337098421,North Vancouver
0,,parking lot - not a road,364427810,North Vancouver
0,,parking lot - not a road,364427807,North Vancouver
0,,parking lot - not a road,364427815,North Vancouver
0,,parking lot - not a road,364427811,North Vancouver
0,,not a road,333684172,North Vancouver
0,,not a road,333684173,North Vancouver
0,,not a road,337483643,North Vancouver
0,,not a road,337483644,North Vancouver
0,,not a road,340771055,North Vancouver
0,,apt complex - not a road,340771057,North Vancouver
0,,alley - not a road,344180410,North Vancouver
0,,alley - not a road,344180411,North Vancouver
0,,not a road,336907238,North Vancouver
0,,alley - not a road,332726878,North Vancouver
0,,alley - not a road,340367621,North Vancouver
0,,alley - not a road,340367616,North Vancouver
0,,alley - not a road,340367617,North Vancouver
0,,not a road,336858604,North Vancouver
0,,not a road,337127717,North Vancouver
0,,not a road,336841375,North Vancouver
0,,not a road,337963939,North Vancouver
0,,parking lot - not a road,337267653,North Vancouver
0,,parking lot - not a road,337267651,North Vancouver
0,,parking lot - not a road,337267656,North Vancouver
0,,parking lot - not a road,337267655,North Vancouver
0,,parking lot - not a road,337267654,North Vancouver
0,,parking lot - not a road,337267652,North Vancouver
0,,parking lot - not a road,337267650,North Vancouver
0,,not a road,337258908,North Vancouver
0,,not in area,370625571,North Vancouver
0,,not in area,370625575,North Vancouver
0,,private property - not a road,376317742,North Vancouver
0,,freeway,384121326,North Vancouver
0,,not in area,368958752,North Vancouver
0,,not in area,368958754,North Vancouver
0,,not a road,369317646,North Vancouver
0,,not a road,369317650,North Vancouver
0,,parking lot - not a road,369317643,North Vancouver
0,,parking lot - not a road,369317647,North Vancouver
0,,parking lot - not a road,369317648,North Vancouver
0,,not a road,369318298,North Vancouver
0,,parking lot - not a road,369317712,North Vancouver
0,,not a road,369315884,North Vancouver
0,,not a road,377496440,North Vancouver
0,,parking lot - not a road,377552294,North Vancouver
0,,parking lot - not a road,377552293,North Vancouver
0,,not a road,372419670,North Vancouver
0,,not a road,372419656,North Vancouver
0,,not a road,372419658,North Vancouver
0,,not a road,372419665,North Vancouver
0,,parking lot - not a road,384454869,North Vancouver
0,,parking lot - not a road,384454872,North Vancouver
0,,not a road,384610967,North Vancouver
0,,not a road,384611278,North Vancouver
0,,not a road,384611103,North Vancouver
0,,not a road,384611104,North Vancouver
0,,trail - not a road,370120653,North Vancouver
0,,trail - not a road,370120654,North Vancouver
0,,not a road,384612258,North Vancouver
0,,not a road,384612259,North Vancouver
0,,not a road,384121422,North Vancouver
0,,alley - not a road,381442393,North Vancouver
0,,not a road,368684482,North Vancouver
0,,apt complex - not a road,368672207,North Vancouver
0,,parking lot - not a road,386033797,North Vancouver
0,,reservation - private road,372117613,North Vancouver
0,,reservation - private road,372117614,North Vancouver
0,,reservation - private road,373714241,North Vancouver
0,,not a road,370313679,North Vancouver
0,,not a road,368226274,North Vancouver
0,,parking lot - not a road,368915138,North Vancouver
0,,parking lot - not a road,372117728,North Vancouver
0,,alley - not a road,372117727,North Vancouver
0,,reservation - private road,375740753,North Vancouver
0,,not a road,383400072,North Vancouver
0,,alley - not a road,378240187,North Vancouver
0,,parking lot - not a road,378240184,North Vancouver
0,,parking lot - not a road,378240185,North Vancouver
0,,parking lot - not a road,381428113,North Vancouver
0,,parking lot - not a road,381427844,North Vancouver
0,,parking lot - not a road,381427846,North Vancouver
0,,parking lot - not a road,381427845,North Vancouver
0,,parking lot - not a road,381427852,North Vancouver
0,,not a road,385477163,North Vancouver
0,,not a road,370654538,North Vancouver
0,,not a road,370654536,North Vancouver
0,,not a road,370128636,North Vancouver
0,,alley - not a road,370793990,North Vancouver
0,,freeway,388355536,North Vancouver
0,,freeway,388355537,North Vancouver
0,,freeway,389341642,North Vancouver
0,,not a road,397366819,North Vancouver
0,,not a road,397366816,North Vancouver
0,,not a road,397364978,North Vancouver
0,,not a road,397364979,North Vancouver
0,,not a road,397364980,North Vancouver
0,,not a road,397364976,North Vancouver
0,,trail - not a road,397365537,North Vancouver
0,,not a road,397364478,North Vancouver
0,,not a road,397364479,North Vancouver
0,,parking lot - not a road,397364474,North Vancouver
0,,parking lot - not a road,397364475,North Vancouver
0,,parking lot - not a road,397364476,North Vancouver
0,,not a road,394994135,North Vancouver
0,,parking lot - not a road,394993968,North Vancouver
0,,parking lot - not a road,394993971,North Vancouver
0,,not a road,394992773,North Vancouver
0,,not a road,394992369,North Vancouver
0,,not a road,394992370,North Vancouver
0,,not a road,394992454,North Vancouver
0,,parking lot - not a road,395175575,North Vancouver
0,,parking lot - not a road,395175578,North Vancouver
0,,parking lot - not a road,395175581,North Vancouver
0,,parking lot - not a road,395175577,North Vancouver
0,,parking lot - not a road,395175576,North Vancouver
0,,parking lot - not a road,395175579,North Vancouver
0,,parking lot - not a road,395175583,North Vancouver
0,,apt complex - not a road,397354891,North Vancouver
0,,trail - not a road,397353585,North Vancouver
0,,not a road,397349528,North Vancouver
0,,parking lot - not a road,395170324,North Vancouver
0,,parking lot - not a road,395170878,North Vancouver
0,,parking lot - not a road,395170880,North Vancouver
0,,parking lot - not a road,395170879,North Vancouver
0,,apt complex - not a road,394990803,North Vancouver
0,,parking lot - not a road,395187509,North Vancouver
0,,parking lot - not a road,395187518,North Vancouver
0,,parking lot - not a road,395187510,North Vancouver
0,,parking lot - not a road,395187516,North Vancouver
0,,not a road,395170879,North Vancouver
0,,parking lot - not a road,395181087,North Vancouver
0,,parking lot - not a road,395181098,North Vancouver
0,,parking lot - not a road,395471908,North Vancouver
0,,parking lot - not a road,395180466,North Vancouver
1,Keith Rd,,389325654,North Vancouver
0,,not a road,391983040,North Vancouver
0,,not a road,391984371,North Vancouver
0,,not a road,391984373,North Vancouver
0,,not a road,391984375,North Vancouver
0,,not a road,391984374,North Vancouver
0,,parking lot - not a road,390554368,North Vancouver
0,,parking lot - not a road,390554373,North Vancouver
0,,parking lot - not a road,390554375,North Vancouver
0,,parking lot - not a road,390554360,North Vancouver
0,,parking lot - not a road,390554372,North Vancouver
0,,parking lot - not a road,390554366,North Vancouver
0,,parking lot - not a road,390554371,North Vancouver
0,,parking lot - not a road,390554363,North Vancouver
0,,parking lot - not a road,390554379,North Vancouver
0,,parking lot - not a road,390554370,North Vancouver
0,,parking lot - not a road,390554377,North Vancouver
0,,parking lot - not a road,390554362,North Vancouver
0,,parking lot - not a road,390554364,North Vancouver
0,,parking lot - not a road,390554374,North Vancouver
0,,parking lot - not a road,390554367,North Vancouver
0,,parking lot - not a road,390554361,North Vancouver
0,,parking lot - not a road,390554376,North Vancouver
0,,parking lot - not a road,390554378,North Vancouver
0,,parking lot - not a road,390554365,North Vancouver
0,,parking lot - not a road,390554363,North Vancouver
0,,parking lot - not a road,390554369,North Vancouver
0,,duplicate road,399502129,North Vancouver
0,,not a road,399502125,North Vancouver
0,,private property - not a road,397906750,North Vancouver
0,,private property - not a road,397906749,North Vancouver
0,,private property - not a road,397906752,North Vancouver
0,,private property - not a road,397906751,North Vancouver
0,,not a road,397906031,North Vancouver
0,,not a road,397906034,North Vancouver
0,,not a road,397905706,North Vancouver
0,,not a road,397900391,North Vancouver
0,,parking lot - not a road,397369770,North Vancouver
0,,parking lot - not a road,397369773,North Vancouver
0,,not a road,397371934,North Vancouver
0,,not a road,397371936,North Vancouver
0,,not a road,397366922,North Vancouver
0,,not a road,397849448,North Vancouver
0,,not a road,397727753,North Vancouver
0,,not a road,397835478,North Vancouver
0,,not a road,397849449,North Vancouver
0,,not a road,397849451,North Vancouver
0,,not a road,397849447,North Vancouver
0,,not a road,397849450,North Vancouver
0,,not a road,399575024,North Vancouver
0,,apt complex - not a road,397534087,North Vancouver
0,,apt complex - not a road,399574089,North Vancouver
0,,apt complex - not a road,397904482,North Vancouver
0,,apt complex - not a road,397856517,North Vancouver
0,,not a road,397921421,North Vancouver
1,Cates Park Rd,,399553098,North Vancouver
0,,parking lot - not a road,399553099,North Vancouver
0,,parking lot - not a road,399553095,North Vancouver
0,,trail - not a road,399553093,North Vancouver
0,,trail - not a road,399553096,North Vancouver
0,,not a road,399553118,North Vancouver
0,,not a road,399553094,North Vancouver
0,,not a road,399553097,North Vancouver
0,,not a road,399584996,North Vancouver
0,,apt complex - not a road,399584997,North Vancouver
0,,apt complex - not a road,399585016,North Vancouver
0,,apt complex - not a road,399585017,North Vancouver
0,,parking lot - not a road,399565587,North Vancouver
0,,parking lot - not a road,399565592,North Vancouver
0,,parking lot - not a road,399565590,North Vancouver
0,,apt complex - not a road,399565594,North Vancouver
0,,apt complex - not a road,399565595,North Vancouver
0,,apt complex - not a road,399565596,North Vancouver
0,,apt complex - not a road,399565593,North Vancouver
0,,not a road,399565591,North Vancouver
0,,apt complex - not a road,399560892,North Vancouver
0,,apt complex - not a road,399560893,North Vancouver
0,,apt complex - not a road,399560891,North Vancouver
0,,apt complex - not a road,399560894,North Vancouver
0,,apt complex - not a road,399560450,North Vancouver
0,,not a road,399560452,North Vancouver
0,,not a road,399560449,North Vancouver
0,,not a road,399560451,North Vancouver
0,,not a road,399502142,North Vancouver
0,,not a road,399502144,North Vancouver
0,,not a road,398267908,North Vancouver
0,,not a road,398267909,North Vancouver
0,,not a road,398439647,North Vancouver
0,,alley - not a road,398301076,North Vancouver
1,Draycott Rd,,398301075,North Vancouver
1,Draycott Rd,,398301077,North Vancouver
0,,alley - not a road,398593002,North Vancouver
0,,trail - not a road,398595079,North Vancouver
0,,alley - not a road,398301074,North Vancouver
0,,not a road,398992209,North Vancouver
0,,not a road,398635272,North Vancouver
0,,not a road,398635276,North Vancouver
0,,parking lot - not a road,398830470,North Vancouver
0,,parking lot - not a road,398830471,North Vancouver
0,,not in area,442104628,North Vancouver
0,,not in area,442104631,North Vancouver
0,,not in area,442104621,North Vancouver
0,,not in area,442104622,North Vancouver
0,,not in area,442104623,North Vancouver
0,,not in area,442104625,North Vancouver
0,,not in area,442119834,North Vancouver
0,,not a road,401045431,North Vancouver
0,,not a road,401045433,North Vancouver
0,,alley - not a road,399585024,North Vancouver
0,,alley - not a road,400695462,North Vancouver
0,,parking lot - not a road,401131758,North Vancouver
0,,parking lot - not a road,401131759,North Vancouver
0,,apt complex - not a road,399585020,North Vancouver
0,,apt complex - not a road,401057362,North Vancouver
0,,apt complex - not a road,401057361,North Vancouver
0,,parking lot - not a road,447946473,North Vancouver
0,,not a road,401712797,North Vancouver
0,,not a road,401712799,North Vancouver
0,,not a road,401712800,North Vancouver
0,,parking lot - not a road,428678071,North Vancouver
0,,parking lot - not a road,411095684,North Vancouver
0,,trail - not a road,426185551,North Vancouver
0,,alley - not a road,424683867,North Vancouver
0,,alley - not a road,424684048,North Vancouver
0,,alley - not a road,424684046,North Vancouver
0,,not a road,401137624,North Vancouver
0,,not a road,401137626,North Vancouver
0,,parking lot - not a road,401139488,North Vancouver
0,,parking lot - not a road,401139489,North Vancouver
0,,not a road,401137623,North Vancouver
0,,not a road,424686261,North Vancouver
0,,not a road,424684980,North Vancouver
0,,parking lot - not a road,421569725,North Vancouver
0,,not a road,409837856,North Vancouver
0,,not a road,401330253,North Vancouver
0,,not a road,424132710,North Vancouver
0,,not a road,421569158,North Vancouver
0,,alley - not a road,426053940,North Vancouver
0,,alley - not a road,422718908,North Vancouver
0,,alley - not a road,429545208,North Vancouver
0,,parking lot - not a road,435570546,North Vancouver
0,,parking lot - not a road,435570547,North Vancouver
0,,parking lot - not a road,429556495,North Vancouver
0,,parking lot - not a road,429556185,North Vancouver
0,,parking lot - not a road,429556194,North Vancouver
0,,parking lot - not a road,429556191,North Vancouver
0,,parking lot - not a road,429556186,North Vancouver
0,,parking lot - not a road,429556190,North Vancouver
0,,parking lot - not a road,429556198,North Vancouver
0,,parking lot - not a road,429556188,North Vancouver
0,,parking lot - not a road,429556197,North Vancouver
0,,parking lot - not a road,429407730,North Vancouver
0,,parking lot - not a road,429556192,North Vancouver
0,,parking lot - not a road,429556187,North Vancouver
0,,parking lot - not a road,429407732,North Vancouver
0,,parking lot - not a road,429556196,North Vancouver
0,,parking lot - not a road,429407731,North Vancouver
0,,parking lot - not a road,429556195,North Vancouver
0,,parking lot - not a road,429556193,North Vancouver
0,,parking lot - not a road,429556189,North Vancouver
0,,duplicate road,458457809,North Vancouver
0,,duplicate road,458458262,North Vancouver
0,,not a road,453539299,North Vancouver
0,,apt complex - not a road,448392652,North Vancouver
0,,not a road,468042024,North Vancouver
0,,parking lot - not a road,468043935,North Vancouver
0,,alley - not a road,468043936,North Vancouver
0,,alley - not a road,468573541,North Vancouver
0,,parking lot - not a road,448753019,North Vancouver
0,,parking lot - not a road,448753022,North Vancouver
0,,parking lot - not a road,448753026,North Vancouver
0,,parking lot - not a road,448753029,North Vancouver
0,,alley - not a road,450278174,North Vancouver
0,,alley - not a road,450278175,North Vancouver
0,,alley - not a road,450278295,North Vancouver
0,,alley - not a road,450278296,North Vancouver
0,,alley - not a road,450278348,North Vancouver
0,,alley - not a road,450278349,North Vancouver
0,,alley - not a road,450278408,North Vancouver
0,,alley - not a road,448752381,North Vancouver
0,,alley - not a road,448752383,North Vancouver
