"osm_id","id","lon","lat","dist","name","city","complete_dt","set","distance","osm_unique_id","complete","colour","info"
"74264103",1,-123.057525,49.3219088,0,"Grand Boulevard West","North Vancouver","2023-01-20","snap",0.511846478124395,"74264103-1",1,"green","osm_id: 74264103 id: 1 distance: 0.51"
"74264103",2,-123.0574987,49.3229439,115.242605443259,"Grand Boulevard West","North Vancouver","2023-01-20","snap",0.92884475201896,"74264103-2",1,"green","osm_id: 74264103 id: 2 distance: 0.93"
"74264103",3,-123.0574685,49.3239869,116.126903856584,"Grand Boulevard West","North Vancouver","2023-01-20","snap",1.17573825369986,"74264103-3",1,"green","osm_id: 74264103 id: 3 distance: 1.18"
"74264103",4,-123.0574469,49.3250306,116.194721869633,"Grand Boulevard West","North Vancouver","2023-01-20","snap",1.53665990255994,"74264103-4",1,"green","osm_id: 74264103 id: 4 distance: 1.54"
"74264103",5,-123.0574144,49.3260701,115.740632953825,"Grand Boulevard West","North Vancouver","2023-01-20","snap",0.967992585771097,"74264103-5",1,"green","osm_id: 74264103 id: 5 distance: 0.97"
"74264106",2,-123.0577344,49.3198286,12.2057947274838,"East 13th Street","North Vancouver","2023-01-20","snap",0.612031354130017,"74264106-2",1,"green","osm_id: 74264106 id: 2 distance: 0.61"
"74264106",3,-123.0583818,49.3198237,46.9798408119017,"East 13th Street","North Vancouver","2023-01-20","snap",1.6817003018957,"74264106-3",1,"green","osm_id: 74264106 id: 3 distance: 1.68"
"74264106",4,-123.0590997,49.3198419,52.1316757158195,"East 13th Street","North Vancouver","2023-01-20","snap",0.610845408347641,"74264106-4",1,"green","osm_id: 74264106 id: 4 distance: 0.61"
"74264106",7,-123.0607731,49.3198585,53.9733689467352,"East 13th Street","North Vancouver","2023-01-20","snap",0.817642532287701,"74264106-7",1,"green","osm_id: 74264106 id: 7 distance: 0.82"
"253391148",3,-123.0582364,49.3250455,120.686039485702,"East 18th Street","North Vancouver","2023-01-20","raw",1.59584187338988,"253391148-3",1,"green","osm_id: 253391148 id: 3 distance: 1.6"
"253391148",4,-123.0574469,49.3250306,57.3056882609709,"East 18th Street","North Vancouver","2023-01-20","snap",1.53665990255994,"253391148-4",1,"green","osm_id: 253391148 id: 4 distance: 1.54"
"262604438",4,-123.0551106,49.3279022,21.1940922737748,"Boulevard Crescent","North Vancouver","2023-01-20","raw",2.97575606602295,"262604438-4",1,"green","osm_id: 262604438 id: 4 distance: 2.98"
"262604438",5,-123.055048,49.3279532,7.27036017388274,"Boulevard Crescent","North Vancouver","2023-01-20","snap",2.1105711723211,"262604438-5",1,"green","osm_id: 262604438 id: 5 distance: 2.11"
"329506535",7,-123.0550866,49.3280325,6.38338233652531,"East 21st Street","North Vancouver","2023-01-20","snap",1.00280763371011,"329506535-7",1,"green","osm_id: 329506535 id: 7 distance: 1"
"430662102",1,-123.0603579,49.3261081,0,"East 19th Street","North Vancouver","2023-01-20","snap",1.32344345564981,"430662102-1",1,"green","osm_id: 430662102 id: 1 distance: 1.32"
"430662103",1,-123.0574144,49.3260701,0,"East 19th Street","North Vancouver","2023-01-20","snap",0.967992585771097,"430662103-1",1,"green","osm_id: 430662103 id: 1 distance: 0.97"
"430662103",2,-123.0574974,49.3260734,6.03308118472726,"East 19th Street","North Vancouver","2023-01-20","snap",1.2190911824384,"430662103-2",1,"green","osm_id: 430662103 id: 2 distance: 1.22"
"430662103",4,-123.0584825,49.3260852,18.8878942467907,"East 19th Street","North Vancouver","2023-01-20","snap",0.336576188337718,"430662103-4",1,"green","osm_id: 430662103 id: 4 distance: 0.34"
"430662103",5,-123.059876,49.3261,101.11577900453,"East 19th Street","North Vancouver","2023-01-20","snap",1.20134136373884,"430662103-5",1,"green","osm_id: 430662103 id: 5 distance: 1.2"
"430662103",6,-123.0603579,49.3261081,34.9748214956373,"East 19th Street","North Vancouver","2023-01-20","snap",1.32344345564981,"430662103-6",1,"green","osm_id: 430662103 id: 6 distance: 1.32"
"469064647",2,-123.0549351,49.3280357,5.81060208685173,"Boulevard Crescent","North Vancouver","2023-01-20","raw",0.991069467541758,"469064647-2",1,"green","osm_id: 469064647 id: 2 distance: 0.99"
"508152281",1,-123.057525,49.3219088,0,"East 15th Street","North Vancouver","2023-01-20","snap",0.511846478124395,"508152281-1",1,"green","osm_id: 508152281 id: 1 distance: 0.51"
"508152281",2,-123.0574478,49.321908,5.60226162860988,"East 15th Street","North Vancouver","2023-01-20","snap",0.855626928380749,"508152281-2",1,"green","osm_id: 508152281 id: 2 distance: 0.86"
"508152281",3,-123.0573179,49.3219033,9.43992307675041,"East 15th Street","North Vancouver","2023-01-20","snap",1.34061668473105,"508152281-3",1,"green","osm_id: 508152281 id: 3 distance: 1.34"
"508152281",4,-123.0564467,49.3218977,63.2164729113693,"East 15th Street","North Vancouver","2023-01-20","snap",4.09790858092561,"508152281-4",1,"green","osm_id: 508152281 id: 4 distance: 4.1"
"627316184",1,-123.0545807,49.3285988,0,"Sutherland Avenue","North Vancouver","2023-01-20","snap",1.56027312781049,"627316184-1",1,"green","osm_id: 627316184 id: 1 distance: 1.56"
"627316184",2,-123.0545852,49.3290467,49.8610687313449,"Sutherland Avenue","North Vancouver","2023-01-20","snap",4.20486973837732,"627316184-2",1,"green","osm_id: 627316184 id: 2 distance: 4.2"
"902416002",1,-123.055048,49.3279532,0,"Boulevard Crescent","North Vancouver","2023-01-20","snap",2.1105711723211,"902416002-1",1,"green","osm_id: 902416002 id: 1 distance: 2.11"
"c1",1,-123.134946,49.33806,0,"Taylor Way","West Vancouver","2023-01-22","raw",2075.24660013639,"c1-1",0,"red","osm_id: c1 id: 1 distance: 2075.25"
"c1",2,-123.134992,49.337625,48.5387970051073,"Taylor Way","West Vancouver","2023-01-22","raw",2090.05673247815,"c1-2",0,"red","osm_id: c1 id: 2 distance: 2090.06"
"c1",3,-123.134992,49.337338,31.9486938572421,"Taylor Way","West Vancouver","2023-01-22","raw",2102.40908918968,"c1-3",0,"red","osm_id: c1 id: 3 distance: 2102.41"
"c1",4,-123.134971,49.336953,42.885065535501,"Taylor Way","West Vancouver","2023-01-22","raw",2121.01201650752,"c1-4",0,"red","osm_id: c1 id: 4 distance: 2121.01"
"c1",5,-123.134939,49.336561,43.6989320202271,"Taylor Way","West Vancouver","2023-01-22","raw",2141.36661612478,"c1-5",0,"red","osm_id: c1 id: 5 distance: 2141.37"
"c1",6,-123.134918,49.336114,49.7831231213856,"Taylor Way","West Vancouver","2023-01-22","raw",2164.41355438958,"c1-6",0,"red","osm_id: c1 id: 6 distance: 2164.41"
"c1",7,-123.134864,49.335687,47.6945459452621,"Taylor Way","West Vancouver","2023-01-22","raw",2189.44477764529,"c1-7",0,"red","osm_id: c1 id: 7 distance: 2189.44"
"c1",8,-123.134885,49.335016,74.7109098779933,"Taylor Way","West Vancouver","2023-01-22","raw",2223.56738469077,"c1-8",0,"red","osm_id: c1 id: 8 distance: 2223.57"
"c1",9,-123.134917,49.33417,94.2048928354753,"Taylor Way","West Vancouver","2023-01-22","raw",2269.02287540273,"c1-9",0,"red","osm_id: c1 id: 9 distance: 2269.02"
"c1",10,-123.134906,49.33338,87.9460178326744,"Taylor Way","West Vancouver","2023-01-22","raw",2316.60955638996,"c1-10",0,"red","osm_id: c1 id: 10 distance: 2316.61"
"c1",11,-123.134938,49.332492,98.8789607906429,"Taylor Way","West Vancouver","2023-01-22","raw",2370.22200681684,"c1-11",0,"red","osm_id: c1 id: 11 distance: 2370.22"
"c1",12,-123.134938,49.331674,91.0593434692241,"Taylor Way","West Vancouver","2023-01-22","raw",2423.83989539664,"c1-12",0,"red","osm_id: c1 id: 12 distance: 2423.84"
"c1",13,-123.13497,49.330793,98.0999427339202,"Taylor Way","West Vancouver","2023-01-22","raw",2482.21768749385,"c1-13",0,"red","osm_id: c1 id: 13 distance: 2482.22"
"c1",14,-123.134959,49.329863,103.530202029287,"Taylor Way","West Vancouver","2023-01-22","raw",2548.95794510508,"c1-14",0,"red","osm_id: c1 id: 14 distance: 2548.96"
"c1",15,-123.134938,49.329003,95.7468837151033,"Taylor Way","West Vancouver","2023-01-22","raw",2613.39145847857,"c1-15",0,"red","osm_id: c1 id: 15 distance: 2613.39"
"c1",16,-123.134906,49.328227,86.4151153846468,"Taylor Way","West Vancouver","2023-01-22","raw",2673.82909105359,"c1-16",0,"red","osm_id: c1 id: 16 distance: 2673.83"
"c1",17,-123.134927,49.327563,73.9318418988693,"Taylor Way","West Vancouver","2023-01-22","raw",2724.14922036262,"c1-17",0,"red","osm_id: c1 id: 17 distance: 2724.15"
"c1",18,-123.134938,49.327073,54.5523883236325,"Taylor Way","West Vancouver","2023-01-22","raw",2762.17623504604,"c1-18",0,"red","osm_id: c1 id: 18 distance: 2762.18"
"c2",1,-123.134938,49.327073,0,"Marine Dr","West Vancouver","2023-01-22","raw",2762.17623504604,"c2-1",0,"red","osm_id: c2 id: 1 distance: 2762.18"
"c2",2,-123.133672,49.327122,92.0118208085454,"Marine Dr","West Vancouver","2023-01-22","raw",2823.57997520686,"c2-2",0,"red","osm_id: c2 id: 2 distance: 2823.58"
"c2",3,-123.133404,49.327108,19.506110335855,"Marine Dr","West Vancouver","2023-01-22","raw",2838.66231300781,"c2-3",0,"red","osm_id: c2 id: 3 distance: 2838.66"
"c2",4,-123.133147,49.327066,19.2229448555916,"Marine Dr","West Vancouver","2023-01-22","raw",2855.36956895822,"c2-4",0,"red","osm_id: c2 id: 4 distance: 2855.37"
"c2",5,-123.132235,49.326856,70.1752173600406,"Marine Dr","West Vancouver","2023-01-22","raw",2919.53655562061,"c2-5",0,"red","osm_id: c2 id: 5 distance: 2919.54"
"c2",6,-123.131345,49.326639,68.9417283382226,"Marine Dr","West Vancouver","2023-01-22","raw",2983.3246520116,"c2-6",0,"red","osm_id: c2 id: 6 distance: 2983.32"
"c2",7,-123.130658,49.326499,52.2229729164271,"Marine Dr","West Vancouver","2023-01-22","raw",3030.66263832264,"c2-7",0,"red","osm_id: c2 id: 7 distance: 3030.66"
"c2",8,-123.130046,49.326366,46.8053626984229,"Marine Dr","West Vancouver","2023-01-22","raw",3073.58031258276,"c2-8",0,"red","osm_id: c2 id: 8 distance: 3073.58"
"c8",1,-123.130141,49.326362,0,"Lions Gate Bridge","West Vancouver","2023-01-22","raw",3068.74145124048,"c8-1",0,"red","osm_id: c8 id: 1 distance: 3068.74"
"c8",2,-123.129815,49.326135,34.6117439039472,"Lions Gate Bridge","West Vancouver","2023-01-22","raw",3103.22200892119,"c8-2",0,"red","osm_id: c8 id: 2 distance: 3103.22"
"c8",3,-123.129622,49.325911,28.5982246853938,"Lions Gate Bridge","West Vancouver","2023-01-22","raw",3130.31573758773,"c8-3",0,"red","osm_id: c8 id: 3 distance: 3130.32"
"c8",4,-123.129606,49.325687,24.9625725058666,"Lions Gate Bridge","West Vancouver","2023-01-22","raw",3147.94438636984,"c8-4",0,"red","osm_id: c8 id: 4 distance: 3147.94"
"c8",5,-123.129697,49.325474,24.6131128833428,"Lions Gate Bridge","West Vancouver","2023-01-22","raw",3159.14215298955,"c8-5",0,"red","osm_id: c8 id: 5 distance: 3159.14"
"c8",6,-123.129965,49.325117,44.2429559749592,"Lions Gate Bridge","West Vancouver","2023-01-22","raw",3172.17498820085,"c8-6",0,"red","osm_id: c8 id: 6 distance: 3172.17"
"c8",7,-123.130099,49.324813,35.2100111503113,"Lions Gate Bridge","West Vancouver","2023-01-22","raw",3188.61683805999,"c8-7",0,"red","osm_id: c8 id: 7 distance: 3188.62"
"c8",8,-123.130281,49.324519,35.2914910583238,"Lions Gate Bridge","West Vancouver","2023-01-22","raw",3202.09345988646,"c8-8",0,"red","osm_id: c8 id: 8 distance: 3202.09"
"c8",9,-123.130453,49.324274,29.9928298017623,"Lions Gate Bridge","West Vancouver","2023-01-22","raw",3212.53193846057,"c8-9",0,"red","osm_id: c8 id: 9 distance: 3212.53"
"c8",10,-123.131247,49.323424,110.779524005256,"Lions Gate Bridge","West Vancouver","2023-01-22","raw",3240.87365406175,"c8-10",0,"red","osm_id: c8 id: 10 distance: 3240.87"
"c8",11,-123.13306,49.321472,254.01235076631,"Lions Gate Bridge","West Vancouver","2023-01-22","raw",3319.52964365034,"c8-11",0,"red","osm_id: c8 id: 11 distance: 3319.53"
"c9",1,-123.130096,49.324725,0,"Lions Gate Bridge","West Vancouver","2023-01-22","raw",3195.60337426157,"c9-1",0,"red","osm_id: c9 id: 1 distance: 3195.6"
"c9",2,-123.129755,49.325026,41.6515715924961,"Lions Gate Bridge","West Vancouver","2023-01-22","raw",3190.19702329495,"c9-2",0,"red","osm_id: c9 id: 2 distance: 3190.2"
"c9",3,-123.129481,49.325197,27.5238899082744,"Lions Gate Bridge","West Vancouver","2023-01-22","raw",3191.61858001637,"c9-3",0,"red","osm_id: c9 id: 3 distance: 3191.62"
"c9",4,-123.129213,49.325421,31.6207161034223,"Lions Gate Bridge","West Vancouver","2023-01-22","raw",3188.96926066136,"c9-4",0,"red","osm_id: c9 id: 4 distance: 3188.97"
"c9",5,-123.128827,49.325599,34.306696390486,"Lions Gate Bridge","West Vancouver","2023-01-22","raw",3196.42385582755,"c9-5",0,"red","osm_id: c9 id: 5 distance: 3196.42"
"c9",6,-123.128328,49.325697,37.812114862254,"Lions Gate Bridge","West Vancouver","2023-01-22","raw",3216.26475446498,"c9-6",0,"red","osm_id: c9 id: 6 distance: 3216.26"
"c9",7,-123.127877,49.325686,32.7444928552036,"Lions Gate Bridge","West Vancouver","2023-01-22","raw",3241.72336583141,"c9-7",0,"red","osm_id: c9 id: 7 distance: 3241.72"
"c9",8,-123.127308,49.325592,42.5884577264113,"Lions Gate Bridge","West Vancouver","2023-01-22","raw",3279.8244161163,"c9-8",0,"red","osm_id: c9 id: 8 distance: 3279.82"
"c10",1,-123.117192,49.331471,0,"Hwy 1 on ramp","North Vancouver","2023-01-22","raw",3547.64454231923,"c10-1",0,"red","osm_id: c10 id: 1 distance: 3547.64"
"c10",2,-123.116505,49.331467,49.840334271302,"Hwy 1 on ramp","North Vancouver","2023-01-22","raw",3593.18135303576,"c10-2",0,"red","osm_id: c10 id: 2 distance: 3593.18"
"c10",3,-123.115904,49.33147,43.6007633292452,"Hwy 1 on ramp","North Vancouver","2023-01-22","raw",3632.81540483814,"c10-3",0,"red","osm_id: c10 id: 3 distance: 3632.82"
"c10",4,-123.115464,49.331526,32.5227763094417,"Hwy 1 on ramp","North Vancouver","2023-01-22","raw",3659.47232993961,"c10-4",0,"red","osm_id: c10 id: 4 distance: 3659.47"
"c10",5,-123.115201,49.331725,29.2361835889675,"Hwy 1 on ramp","North Vancouver","2023-01-22","raw",3668.11814048024,"c10-5",0,"red","osm_id: c10 id: 5 distance: 3668.12"
"c10",6,-123.115153,49.332068,38.3410356809929,"Hwy 1 on ramp","North Vancouver","2023-01-22","raw",3656.38339837069,"c10-6",0,"red","osm_id: c10 id: 6 distance: 3656.38"
"23603911",3,-123.1154238,49.3293505,104.190458802125,"Bowser Avenue","North Vancouver","2023-01-22","raw",3766.15468958103,"23603911-3",0,"red","osm_id: 23603911 id: 3 distance: 3766.15"
"23603911",4,-123.1153993,49.3293856,4.29259203514747,"Bowser Avenue","North Vancouver","2023-01-22","raw",3765.95864234649,"23603911-4",0,"red","osm_id: 23603911 id: 4 distance: 3765.96"
"23603911",5,-123.1147406,49.3293945,47.7976116610871,"Bowser Avenue","North Vancouver","2023-01-22","raw",3808.13669479991,"23603911-5",0,"red","osm_id: 23603911 id: 5 distance: 3808.14"
"23608956",4,-123.1147406,49.3293945,96.4141265098154,"West Keith Road","North Vancouver","2023-01-22","raw",3808.13669479991,"23608956-4",0,"red","osm_id: 23608956 id: 4 distance: 3808.14"
"23608956",5,-123.1147337,49.3296216,25.2856118385741,"West Keith Road","North Vancouver","2023-01-22","raw",3797.290930728,"23608956-5",0,"red","osm_id: 23608956 id: 5 distance: 3797.29"
"23608956",6,-123.1147303,49.3299959,41.6676154929395,"West Keith Road","North Vancouver","2023-01-22","raw",3779.19572371991,"23608956-6",0,"red","osm_id: 23608956 id: 6 distance: 3779.2"
"23608962",1,-123.1103426,49.3318543,0,"Bridgman Avenue","North Vancouver","2023-01-22","raw",3989.00317603099,"23608962-1",0,"red","osm_id: 23608962 id: 1 distance: 3989"
"23608962",2,-123.1103557,49.3311394,79.5879780279148,"Bridgman Avenue","North Vancouver","2023-01-22","raw",4017.4938162982,"23608962-2",0,"red","osm_id: 23608962 id: 2 distance: 4017.49"
"23608962",3,-123.1103566,49.3310802,6.59043727843999,"Bridgman Avenue","North Vancouver","2023-01-22","raw",4019.92708753004,"23608962-3",0,"red","osm_id: 23608962 id: 3 distance: 4019.93"
"23608962",4,-123.1103579,49.3310263,6.00086167860422,"Bridgman Avenue","North Vancouver","2023-01-22","raw",4022.11838391753,"23608962-4",0,"red","osm_id: 23608962 id: 4 distance: 4022.12"
"23608962",5,-123.1103592,49.3305253,55.7711446265083,"Bridgman Avenue","North Vancouver","2023-01-22","raw",4043.57543850848,"23608962-5",0,"red","osm_id: 23608962 id: 5 distance: 4043.58"
"23608962",6,-123.1103742,49.3300062,57.7961930202006,"Bridgman Avenue","North Vancouver","2023-01-22","raw",4065.58919006999,"23608962-6",0,"red","osm_id: 23608962 id: 6 distance: 4065.59"
"23608962",7,-123.1103761,49.329946,6.70285078219168,"Bridgman Avenue","North Vancouver","2023-01-22","raw",4068.17690793481,"23608962-7",0,"red","osm_id: 23608962 id: 7 distance: 4068.18"
"23608962",8,-123.1103744,49.3293269,68.9180071027655,"Bridgman Avenue","North Vancouver","2023-01-22","raw",4096.72943413062,"23608962-8",0,"red","osm_id: 23608962 id: 8 distance: 4096.73"
"23608989",2,-123.1131778,49.3293754,69.8660129408322,"Philip Avenue","North Vancouver","2023-01-22","raw",3910.68270651623,"23608989-2",0,"red","osm_id: 23608989 id: 2 distance: 3910.68"
"23608989",3,-123.1131657,49.3299067,59.1505595192861,"Philip Avenue","North Vancouver","2023-01-22","raw",3885.92439638612,"23608989-3",0,"red","osm_id: 23608989 id: 3 distance: 3885.92"
"23608989",4,-123.113166,49.3299672,6.73486435821565,"Philip Avenue","North Vancouver","2023-01-22","raw",3883.04203648256,"23608989-4",0,"red","osm_id: 23608989 id: 4 distance: 3883.04"
"23608989",5,-123.1131614,49.3300334,7.37690249377699,"Philip Avenue","North Vancouver","2023-01-22","raw",3880.22306435174,"23608989-5",0,"red","osm_id: 23608989 id: 5 distance: 3880.22"
"23608989",6,-123.1131603,49.330053,2.18332090699622,"Philip Avenue","North Vancouver","2023-01-22","raw",3879.37351736768,"23608989-6",0,"red","osm_id: 23608989 id: 6 distance: 3879.37"
"23608989",7,-123.1131104,49.3311021,116.841370730514,"Philip Avenue","North Vancouver","2023-01-22","raw",3834.84247351478,"23608989-7",0,"red","osm_id: 23608989 id: 7 distance: 3834.84"
"23609002",1,-123.1131023,49.3318782,0,"Plateau Drive","North Vancouver","2023-01-22","raw",3801.93812919603,"23609002-1",0,"red","osm_id: 23609002 id: 1 distance: 3801.94"
"23609002",2,-123.1129962,49.3318772,7.69775476289082,"Plateau Drive","North Vancouver","2023-01-22","raw",3809.10880234114,"23609002-2",0,"red","osm_id: 23609002 id: 2 distance: 3809.11"
"23609002",3,-123.1103426,49.3318543,192.520468875117,"Plateau Drive","North Vancouver","2023-01-22","raw",3989.00317603099,"23609002-3",0,"red","osm_id: 23609002 id: 3 distance: 3989"
"23609784",1,-123.1273733,49.3307527,0,"Keith Road","North Vancouver","2023-01-22","raw",2934.54267692012,"23609784-1",0,"red","osm_id: 23609784 id: 1 distance: 2934.54"
"23609784",2,-123.1280896,49.3308301,52.6740924985756,"Keith Road","North Vancouver","2023-01-22","raw",2886.01781958871,"23609784-2",0,"red","osm_id: 23609784 id: 2 distance: 2886.02"
"23609784",3,-123.1291317,49.3308537,75.6456350701147,"Keith Road","North Vancouver","2023-01-22","raw",2821.11414802003,"23609784-3",0,"red","osm_id: 23609784 id: 3 distance: 2821.11"
"23609784",4,-123.1293978,49.3308593,19.3145004171489,"Keith Road","North Vancouver","2023-01-22","raw",2804.65339459865,"23609784-4",0,"red","osm_id: 23609784 id: 4 distance: 2804.65"
"23609784",5,-123.1307177,49.3308343,95.7936555992119,"Keith Road","North Vancouver","2023-01-22","raw",2726.89534663303,"23609784-5",0,"red","osm_id: 23609784 id: 5 distance: 2726.9"
"23609784",6,-123.1320773,49.3308295,98.6347675908531,"Keith Road","North Vancouver","2023-01-22","raw",2646.66606063135,"23609784-6",0,"red","osm_id: 23609784 id: 6 distance: 2646.67"
"23609784",7,-123.1322278,49.3308282,10.9191082025196,"Keith Road","North Vancouver","2023-01-22","raw",2637.91210599927,"23609784-7",0,"red","osm_id: 23609784 id: 7 distance: 2637.91"
"23609784",8,-123.1333975,49.3308034,84.9017901603233,"Keith Road","North Vancouver","2023-01-22","raw",2571.42833859188,"23609784-8",0,"red","osm_id: 23609784 id: 8 distance: 2571.43"
"23609784",9,-123.1344454,49.3308271,76.0665748274298,"Keith Road","North Vancouver","2023-01-22","raw",2509.64649550236,"23609784-9",0,"red","osm_id: 23609784 id: 9 distance: 2509.65"
"23609826",1,-123.1259045,49.3352668,0,"Inglewood Place","North Vancouver","2023-01-22","raw",2799.55856853518,"23609826-1",0,"red","osm_id: 23609826 id: 1 distance: 2799.56"
"23609826",2,-123.1257757,49.3351717,14.1197241914804,"Inglewood Place","North Vancouver","2023-01-22","raw",2812.21482501327,"23609826-2",0,"red","osm_id: 23609826 id: 2 distance: 2812.21"
"23609826",3,-123.1256985,49.334411,84.8657065388889,"Inglewood Place","North Vancouver","2023-01-22","raw",2850.56993919794,"23609826-3",0,"red","osm_id: 23609826 id: 3 distance: 2850.57"
"23609835",1,-123.1272015,49.3317767,0,"Gordon Avenue","North Vancouver","2023-01-22","raw",2886.35700869644,"23609835-1",0,"red","osm_id: 23609835 id: 1 distance: 2886.36"
"23609835",2,-123.1279569,49.3320085,60.5712226964866,"Gordon Avenue","North Vancouver","2023-01-22","raw",2826.00677636269,"23609835-2",0,"red","osm_id: 23609835 id: 2 distance: 2826.01"
"23609835",3,-123.1281237,49.3320594,13.3612823852412,"Gordon Avenue","North Vancouver","2023-01-22","raw",2812.69801971561,"23609835-3",0,"red","osm_id: 23609835 id: 3 distance: 2812.7"
"23609835",4,-123.1285652,49.3320507,32.0428305785589,"Gordon Avenue","North Vancouver","2023-01-22","raw",2785.55137597002,"23609835-4",0,"red","osm_id: 23609835 id: 4 distance: 2785.55"
"23609835",5,-123.130683,49.3320559,153.634852625508,"Gordon Avenue","North Vancouver","2023-01-22","raw",2654.060773411,"23609835-5",0,"red","osm_id: 23609835 id: 5 distance: 2654.06"
"23609871",1,-123.126402,49.3320428,0,"Keith Place","North Vancouver","2023-01-22","raw",2922.22986672035,"23609871-1",0,"red","osm_id: 23609871 id: 1 distance: 2922.23"
"23609871",2,-123.1264381,49.3319931,6.12109127972513,"Keith Place","North Vancouver","2023-01-22","raw",2922.62664885151,"23609871-2",0,"red","osm_id: 23609871 id: 2 distance: 2922.63"
"23609871",3,-123.126462,49.3319601,4.06214229864376,"Keith Place","North Vancouver","2023-01-22","raw",2922.90157648909,"23609871-3",0,"red","osm_id: 23609871 id: 3 distance: 2922.9"
"23609871",4,-123.1264628,49.3319381,2.44971634109941,"Keith Place","North Vancouver","2023-01-22","raw",2924.04598790603,"23609871-4",0,"red","osm_id: 23609871 id: 4 distance: 2924.05"
"23609871",5,-123.1264757,49.331608,36.7584782702495,"Keith Place","North Vancouver","2023-01-22","raw",2941.35247693272,"23609871-5",0,"red","osm_id: 23609871 id: 5 distance: 2941.35"
"23609871",6,-123.1263324,49.3312017,46.4084349750055,"Keith Place","North Vancouver","2023-01-22","raw",2973.08331257332,"23609871-6",0,"red","osm_id: 23609871 id: 6 distance: 2973.08"
"23609876",1,-123.1192485,49.3322835,0,"Keith Road","North Vancouver","2023-01-22","raw",3374.38512390044,"23609876-1",0,"red","osm_id: 23609876 id: 1 distance: 3374.39"
"23609876",2,-123.1193418,49.3322349,8.66485850147287,"Keith Road","North Vancouver","2023-01-22","raw",3370.45418406033,"23609876-2",0,"red","osm_id: 23609876 id: 2 distance: 3370.45"
"23609876",3,-123.1194638,49.3322042,9.48725084377333,"Keith Road","North Vancouver","2023-01-22","raw",3363.81885193784,"23609876-3",0,"red","osm_id: 23609876 id: 3 distance: 3363.82"
"23609876",4,-123.120297,49.3320747,62.1389131018111,"Keith Road","North Vancouver","2023-01-22","raw",3315.05968000799,"23609876-4",0,"red","osm_id: 23609876 id: 4 distance: 3315.06"
"23609876",5,-123.1204421,49.3320226,12.0181815473816,"Keith Road","North Vancouver","2023-01-22","raw",3308.02343303469,"23609876-5",0,"red","osm_id: 23609876 id: 5 distance: 3308.02"
"23609882",1,-123.1273293,49.3349032,0,"Inglewood Avenue","North Vancouver","2023-01-22","raw",2720.21968904095,"23609882-1",0,"red","osm_id: 23609882 id: 1 distance: 2720.22"
"23609882",2,-123.1272349,49.3344334,52.7443104073683,"Inglewood Avenue","North Vancouver","2023-01-22","raw",2747.95922228255,"23609882-2",0,"red","osm_id: 23609882 id: 2 distance: 2747.96"
"23609907",1,-123.12427,49.3308711,0,"3rd Street","North Vancouver","2023-01-22","raw",3120.97604735863,"23609907-1",0,"red","osm_id: 23609907 id: 1 distance: 3120.98"
"23609907",2,-123.1241905,49.3335844,302.098229274435,"3rd Street","North Vancouver","2023-01-22","raw",2988.09342560147,"23609907-2",0,"red","osm_id: 23609907 id: 2 distance: 2988.09"
"23609907",3,-123.124145,49.3343719,87.726212595885,"3rd Street","North Vancouver","2023-01-22","raw",2955.69161169584,"23609907-3",0,"red","osm_id: 23609907 id: 3 distance: 2955.69"
"23609909",1,-123.1241905,49.3335844,0,"MacBeth Crescent","North Vancouver","2023-01-22","raw",2988.09342560147,"23609909-1",0,"red","osm_id: 23609909 id: 1 distance: 2988.09"
"23609909",2,-123.1252406,49.3335996,76.1949023643652,"MacBeth Crescent","North Vancouver","2023-01-22","raw",2918.29114781032,"23609909-2",0,"red","osm_id: 23609909 id: 2 distance: 2918.29"
"23609909",3,-123.1263922,49.3335829,83.5597856819779,"MacBeth Crescent","North Vancouver","2023-01-22","raw",2843.74297657825,"23609909-3",0,"red","osm_id: 23609909 id: 3 distance: 2843.74"
"23609909",4,-123.1271645,49.3335089,56.6264442088364,"MacBeth Crescent","North Vancouver","2023-01-22","raw",2797.1583464693,"23609909-4",0,"red","osm_id: 23609909 id: 4 distance: 2797.16"
"23609909",5,-123.1274489,49.3334264,22.5827053018786,"MacBeth Crescent","North Vancouver","2023-01-22","raw",2782.88126045942,"23609909-5",0,"red","osm_id: 23609909 id: 5 distance: 2782.88"
"23609909",6,-123.1275684,49.3334296,8.67608632308865,"MacBeth Crescent","North Vancouver","2023-01-22","raw",2774.99606147778,"23609909-6",0,"red","osm_id: 23609909 id: 6 distance: 2775"
"23609909",7,-123.1280727,49.333551,38.9992444983005,"MacBeth Crescent","North Vancouver","2023-01-22","raw",2736.27255832115,"23609909-7",0,"red","osm_id: 23609909 id: 7 distance: 2736.27"
"23609909",8,-123.1282389,49.3336437,15.8696586043257,"MacBeth Crescent","North Vancouver","2023-01-22","raw",2720.83874771507,"23609909-8",0,"red","osm_id: 23609909 id: 8 distance: 2720.84"
"23609909",9,-123.1283298,49.3337317,11.8086899268918,"MacBeth Crescent","North Vancouver","2023-01-22","raw",2710.51585810027,"23609909-9",0,"red","osm_id: 23609909 id: 9 distance: 2710.52"
"23609909",10,-123.1283545,49.3338873,17.4137396706819,"MacBeth Crescent","North Vancouver","2023-01-22","raw",2701.11019078447,"23609909-10",0,"red","osm_id: 23609909 id: 10 distance: 2701.11"
